"Country or Area","Year(s)","Variant","Value"
"State of Palestine","2015","Low variant","71.697"
"State of Palestine","2015","Medium variant","71.697"
"State of Palestine","2010","Constant-fertility scenario","69.982"
"State of Palestine","2010","High variant","69.982"
"State of Palestine","2010","Low variant","69.982"
"State of Palestine","2010","Medium variant","69.982"
"State of Palestine","2005","Medium variant","68.341"
"State of Palestine","2000","Medium variant","66.809"
"State of Palestine","1995","Estimate variant","65.417"
"State of Palestine","1990","Estimate variant","63.998"
"State of Palestine","1985","Estimate variant","62.554"
"State of Palestine","1980","Estimate variant","61.087"
"State of Palestine","1975","Estimate variant","59.6"
"State of Palestine","1970","Estimate variant","54.3"
"State of Palestine","1965","Estimate variant","48.9"
"State of Palestine","1960","Estimate variant","44.045"
"State of Palestine","1955","Estimate variant","40.629"
"State of Palestine","1950","Estimate variant","37.301"
"Suriname","2030","Constant-fertility scenario","84.718"
"Suriname","2030","High variant","84.718"
"Suriname","2030","Low variant","84.718"
"Suriname","2030","Medium variant","84.718"
"Suriname","2025","Constant-fertility scenario","83.664"
"Suriname","2025","High variant","83.664"
"Suriname","2025","Low variant","83.664"
"Suriname","2025","Medium variant","83.664"
"Suriname","2020","Constant-fertility scenario","82.532"
"Suriname","2020","High variant","82.532"
"Suriname","2020","Low variant","82.532"
"Suriname","2020","Medium variant","82.532"
"Suriname","2015","Constant-fertility scenario","81.314"
"Suriname","2015","High variant","81.314"
"Suriname","2015","Low variant","81.314"
"Suriname","2015","Medium variant","81.314"
"Suriname","2010","Constant-fertility scenario","79.563"
"Suriname","2010","High variant","79.563"
"Suriname","2010","Low variant","79.563"
"Suriname","2010","Medium variant","79.563"
"Suriname","2005","Medium variant","77.191"
"Suriname","2000","Medium variant","74.101"
"Suriname","1995","Estimate variant","70.202"
"Suriname","1990","Estimate variant","65.435"
"Suriname","1985","Estimate variant","60.335"
"Suriname","1980","Estimate variant","55.002"
"Suriname","1975","Estimate variant","49.472"
"Suriname","1970","Estimate variant","45.947"
"Suriname","1965","Estimate variant","47.108"
"Suriname","1960","Estimate variant","47.26"
"Suriname","1955","Estimate variant","47.074"
"Suriname","1950","Estimate variant","46.887"
"Swaziland","2030","Constant-fertility scenario","42.268"
"Swaziland","2030","High variant","42.268"
"Swaziland","2030","Low variant","42.268"
"Swaziland","2030","Medium variant","42.268"
"Swaziland","2025","Constant-fertility scenario","38.956"
"Swaziland","2025","High variant","38.956"
"Swaziland","2025","Low variant","38.956"
"Swaziland","2025","Medium variant","38.956"
"Swaziland","2020","Constant-fertility scenario","35.643"
"Swaziland","2020","High variant","35.643"
"Swaziland","2020","Low variant","35.643"
"Swaziland","2020","Medium variant","35.643"
"Swaziland","2015","Constant-fertility scenario","32.713"
"Swaziland","2015","High variant","32.713"
"Swaziland","2015","Low variant","32.713"
"Swaziland","2015","Medium variant","32.713"
"Swaziland","2010","Constant-fertility scenario","30.189"
"Swaziland","2010","High variant","30.189"
"Swaziland","2010","Low variant","30.189"
"Swaziland","2010","Medium variant","30.189"
"Swaziland","2005","Medium variant","28.077"
"Swaziland","2000","Medium variant","26.366"
"Swaziland","1995","Estimate variant","25.039"
"Swaziland","1990","Estimate variant","23.756"
"Swaziland","1985","Estimate variant","21.806"
"Swaziland","1980","Estimate variant","17.847"
"Swaziland","1975","Estimate variant","14.007"
"Swaziland","1970","Estimate variant","9.707"
"Swaziland","1965","Estimate variant","6.496"
"Swaziland","1960","Estimate variant","3.914"
"Swaziland","1955","Estimate variant","2.333"
"Swaziland","1950","Estimate variant","1.381"
"Sweden","2030","Constant-fertility scenario","86.589"
"Sweden","2030","High variant","86.589"
"Sweden","2030","Low variant","86.589"
"Sweden","2030","Medium variant","86.589"
"Sweden","2025","Constant-fertility scenario","85.674"
"Sweden","2025","High variant","85.674"
"Sweden","2025","Low variant","85.674"
"Sweden","2025","Medium variant","85.674"
"Sweden","2020","Constant-fertility scenario","84.873"
"Sweden","2020","High variant","84.873"
"Sweden","2020","Low variant","84.873"
"Sweden","2020","Medium variant","84.873"
"Sweden","2015","Constant-fertility scenario","84.212"
"Sweden","2015","High variant","84.212"
"Sweden","2015","Low variant","84.212"
"Sweden","2015","Medium variant","84.212"
"Sweden","2010","Constant-fertility scenario","83.716"
"Sweden","2010","High variant","83.716"
"Sweden","2010","Low variant","83.716"
"Sweden","2010","Medium variant","83.716"
"Sweden","2005","Medium variant","83.402"
"Sweden","2000","Medium variant","83.282"
"Sweden","1995","Estimate variant","83.161"
"Sweden","1990","Estimate variant","83.1"
"Sweden","1985","Estimate variant","83.1"
"Sweden","1980","Estimate variant","83.087"
"Sweden","1975","Estimate variant","82.73"
"Sweden","1970","Estimate variant","81.127"
"Sweden","1965","Estimate variant","77.067"
"Sweden","1960","Estimate variant","72.586"
"Sweden","1955","Estimate variant","69.318"
"Sweden","1950","Estimate variant","65.845"
"Switzerland","2030","Constant-fertility scenario","74.787"
"Switzerland","2030","High variant","74.787"
"Switzerland","2030","Low variant","74.787"
"Switzerland","2030","Medium variant","74.787"
"Switzerland","2025","Constant-fertility scenario","72.991"
"Switzerland","2025","High variant","72.991"
"Switzerland","2025","Low variant","72.991"
"Switzerland","2025","Medium variant","72.991"
"Switzerland","2020","Constant-fertility scenario","71.066"
"Switzerland","2020","High variant","71.066"
"Switzerland","2020","Low variant","71.066"
"Switzerland","2020","Medium variant","71.066"
"Switzerland","2015","Constant-fertility scenario","69.489"
"Switzerland","2015","High variant","69.489"
"Switzerland","2015","Low variant","69.489"
"Switzerland","2015","Medium variant","69.489"
"Switzerland","2010","Constant-fertility scenario","68.326"
"Switzerland","2010","High variant","68.326"
"Switzerland","2010","Low variant","68.326"
"Switzerland","2010","Medium variant","68.326"
"Switzerland","2005","Medium variant","67.625"
"Switzerland","2000","Medium variant","67.414"
"Switzerland","1995","Estimate variant","67.7"
"Switzerland","1990","Estimate variant","59.686"
"Switzerland","1985","Estimate variant","58.342"
"Switzerland","1980","Estimate variant","56.996"
"Switzerland","1975","Estimate variant","55.749"
"Switzerland","1970","Estimate variant","54.463"
"Switzerland","1965","Estimate variant","52.815"
"Switzerland","1960","Estimate variant","51.02"
"Switzerland","1955","Estimate variant","47.661"
"Switzerland","1950","Estimate variant","44.323"
"Syrian Arab Republic","2030","Constant-fertility scenario","65.632"
"Syrian Arab Republic","2030","High variant","65.632"
"Syrian Arab Republic","2030","Low variant","65.632"
"Syrian Arab Republic","2030","Medium variant","65.632"
"Syrian Arab Republic","2025","Constant-fertility scenario","63.207"
"Syrian Arab Republic","2025","High variant","63.207"
"Syrian Arab Republic","2025","Low variant","63.207"
"Syrian Arab Republic","2025","Medium variant","63.207"
"Syrian Arab Republic","2020","Constant-fertility scenario","60.634"
"Syrian Arab Republic","2020","High variant","60.634"
"Syrian Arab Republic","2020","Low variant","60.634"
"Syrian Arab Republic","2020","Medium variant","60.634"
"Syrian Arab Republic","2015","Constant-fertility scenario","57.914"
"Syrian Arab Republic","2015","High variant","57.914"
"Syrian Arab Republic","2015","Low variant","57.914"
"Syrian Arab Republic","2015","Medium variant","57.914"
"Syrian Arab Republic","2010","Constant-fertility scenario","55.432"
"Syrian Arab Republic","2010","High variant","55.432"
"Syrian Arab Republic","2010","Low variant","55.432"
"Syrian Arab Republic","2010","Medium variant","55.432"
"Syrian Arab Republic","2005","Medium variant","53.251"
"Syrian Arab Republic","2000","Medium variant","51.419"
"Syrian Arab Republic","1995","Estimate variant","49.972"
"Syrian Arab Republic","1990","Estimate variant","48.932"
"Syrian Arab Republic","1985","Estimate variant","47.892"
"Syrian Arab Republic","1980","Estimate variant","46.709"
"Syrian Arab Republic","1975","Estimate variant","45.062"
"Syrian Arab Republic","1970","Estimate variant","43.346"
"Syrian Arab Republic","1965","Estimate variant","40.007"
"Syrian Arab Republic","1960","Estimate variant","36.759"
"Syrian Arab Republic","1955","Estimate variant","33.627"
"Syrian Arab Republic","1950","Estimate variant","30.632"
"Tajikistan","2030","Constant-fertility scenario","39.366"
"Tajikistan","2030","High variant","39.366"
"Tajikistan","2030","Low variant","39.366"
"Tajikistan","2030","Medium variant","39.366"
"Tajikistan","2025","Constant-fertility scenario","36.052"
"Tajikistan","2025","High variant","36.052"
"Tajikistan","2025","Low variant","36.052"
"Tajikistan","2025","Medium variant","36.052"
"Tajikistan","2020","Constant-fertility scenario","32.771"
"Tajikistan","2020","High variant","32.771"
"Tajikistan","2020","Low variant","32.771"
"Tajikistan","2020","Medium variant","32.771"
"Tajikistan","2015","Constant-fertility scenario","29.563"
"Tajikistan","2015","High variant","29.563"
"Tajikistan","2015","Low variant","29.563"
"Tajikistan","2015","Medium variant","29.563"
"Tajikistan","2010","Constant-fertility scenario","27.876"
"Tajikistan","2010","High variant","27.876"
"Tajikistan","2010","Low variant","27.876"
"Tajikistan","2010","Medium variant","27.876"
"Tajikistan","2005","Medium variant","27.611"
"Tajikistan","2000","Medium variant","27.611"
"Tajikistan","1995","Estimate variant","27.611"
"Tajikistan","1990","Estimate variant","31.678"
"Tajikistan","1985","Estimate variant","33.235"
"Tajikistan","1980","Estimate variant","34.289"
"Tajikistan","1975","Estimate variant","35.536"
"Tajikistan","1970","Estimate variant","36.876"
"Tajikistan","1965","Estimate variant","35.152"
"Tajikistan","1960","Estimate variant","33.168"
"Tajikistan","1955","Estimate variant","31.242"
"Tajikistan","1950","Estimate variant","29.379"
"TFYR Macedonia","2030","Constant-fertility scenario","68.519"
"TFYR Macedonia","2030","High variant","68.519"
"TFYR Macedonia","2030","Low variant","68.519"
"TFYR Macedonia","2030","Medium variant","68.519"
"TFYR Macedonia","2025","Constant-fertility scenario","66.283"
"TFYR Macedonia","2025","High variant","66.283"
"TFYR Macedonia","2025","Low variant","66.283"
"TFYR Macedonia","2025","Medium variant","66.283"
"TFYR Macedonia","2020","Constant-fertility scenario","63.9"
"TFYR Macedonia","2020","High variant","63.9"
"TFYR Macedonia","2020","Low variant","63.9"
"TFYR Macedonia","2020","Medium variant","63.9"
"TFYR Macedonia","2015","Constant-fertility scenario","61.959"
"TFYR Macedonia","2015","High variant","61.959"
"TFYR Macedonia","2015","Low variant","61.959"
"TFYR Macedonia","2015","Medium variant","61.959"
"TFYR Macedonia","2010","Constant-fertility scenario","60.533"
"TFYR Macedonia","2010","High variant","60.533"
"TFYR Macedonia","2010","Low variant","60.533"
"TFYR Macedonia","2010","Medium variant","60.533"
"TFYR Macedonia","2005","Medium variant","59.671"
"TFYR Macedonia","2000","Medium variant","59.402"
"TFYR Macedonia","1995","Estimate variant","59.732"
"TFYR Macedonia","1990","Estimate variant","57.79"
"TFYR Macedonia","1985","Estimate variant","55.697"
"TFYR Macedonia","1980","Estimate variant","53.469"
"TFYR Macedonia","1975","Estimate variant","50.57"
"TFYR Macedonia","1970","Estimate variant","47.081"
"TFYR Macedonia","1965","Estimate variant","40.357"
"TFYR Macedonia","1960","Estimate variant","34.021"
"TFYR Macedonia","1955","Estimate variant","28.43"
"TFYR Macedonia","1950","Estimate variant","23.432"
"Thailand","2030","Constant-fertility scenario","33.063"
"Thailand","2030","High variant","33.063"
"Thailand","2030","Low variant","33.063"
"Thailand","2030","Medium variant","33.063"
"Thailand","2025","Constant-fertility scenario","29.847"
"Thailand","2025","High variant","29.847"
"Thailand","2025","Low variant","29.847"
"Thailand","2025","Medium variant","29.847"
"Thailand","2020","Constant-fertility scenario","26.739"
"Thailand","2020","High variant","26.739"
"Thailand","2020","Low variant","26.739"
"Thailand","2020","Medium variant","26.739"
"Thailand","2015","Constant-fertility scenario","24.227"
"Thailand","2015","High variant","24.227"
"Thailand","2015","Low variant","24.227"
"Thailand","2015","Medium variant","24.227"
"Thailand","2010","Constant-fertility scenario","22.269"
"Thailand","2010","High variant","22.269"
"Thailand","2010","Low variant","22.269"
"Thailand","2010","Medium variant","22.269"
"Thailand","2005","Medium variant","20.818"
"Thailand","2000","Medium variant","19.829"
"Thailand","1995","Estimate variant","19.266"
"Thailand","1990","Estimate variant","18.715"
"Thailand","1985","Estimate variant","17.867"
"Thailand","1980","Estimate variant","17.041"
"Thailand","1975","Estimate variant","15.097"
"Thailand","1970","Estimate variant","13.286"
"Thailand","1965","Estimate variant","12.861"
"Thailand","1960","Estimate variant","12.513"
"Thailand","1955","Estimate variant","11.469"
"Thailand","1950","Estimate variant","10.478"
"Timor-Leste","2030","Constant-fertility scenario","15.049"
"Timor-Leste","2030","High variant","15.049"
"Timor-Leste","2030","Low variant","15.049"
"Timor-Leste","2030","Medium variant","15.049"
"Timor-Leste","2025","Constant-fertility scenario","12.988"
"Timor-Leste","2025","High variant","12.988"
"Timor-Leste","2025","Low variant","12.988"
"Timor-Leste","2025","Medium variant","12.988"
"Timor-Leste","2020","Constant-fertility scenario","11.149"
"Timor-Leste","2020","High variant","11.149"
"Timor-Leste","2020","Low variant","11.149"
"Timor-Leste","2020","Medium variant","11.149"
"Timor-Leste","2015","Constant-fertility scenario","9.524"
"Timor-Leste","2015","High variant","9.524"
"Timor-Leste","2015","Low variant","9.524"
"Timor-Leste","2015","Medium variant","9.524"
"Timor-Leste","2010","Constant-fertility scenario","8.444"
"Timor-Leste","2010","High variant","8.444"
"Timor-Leste","2010","Low variant","8.444"
"Timor-Leste","2010","Medium variant","8.444"
"Timor-Leste","2005","Medium variant","7.79"
"Timor-Leste","2000","Medium variant","7.487"
"Timor-Leste","1995","Estimate variant","7.487"
"Timor-Leste","1990","Estimate variant","7.823"
"Timor-Leste","1985","Estimate variant","8.172"
"Timor-Leste","1980","Estimate variant","8.535"
"Timor-Leste","1975","Estimate variant","8.913"
"Timor-Leste","1970","Estimate variant","9.306"
"Timor-Leste","1965","Estimate variant","9.715"
"Timor-Leste","1960","Estimate variant","10.091"
"Timor-Leste","1955","Estimate variant","9.991"
"Timor-Leste","1950","Estimate variant","9.892"
"Togo","2030","Constant-fertility scenario","52.225"
"Togo","2030","High variant","52.225"
"Togo","2030","Low variant","52.225"
"Togo","2030","Medium variant","52.225"
"Togo","2025","Constant-fertility scenario","49.122"
"Togo","2025","High variant","49.122"
"Togo","2025","Low variant","49.122"
"Togo","2025","Medium variant","49.122"
"Togo","2020","Constant-fertility scenario","45.923"
"Togo","2020","High variant","45.923"
"Togo","2020","Low variant","45.923"
"Togo","2020","Medium variant","45.923"
"Togo","2015","Constant-fertility scenario","42.653"
"Togo","2015","High variant","42.653"
"Togo","2015","Low variant","42.653"
"Togo","2015","Medium variant","42.653"
"Togo","2010","Constant-fertility scenario","39.343"
"Togo","2010","High variant","39.343"
"Togo","2010","Low variant","39.343"
"Togo","2010","Medium variant","39.343"
"Togo","2005","Medium variant","36.229"
"Togo","2000","Medium variant","33.363"
"Togo","1995","Estimate variant","30.78"
"Togo","1990","Estimate variant","28.501"
"Togo","1985","Estimate variant","26.528"
"Togo","1980","Estimate variant","22.898"
"Togo","1975","Estimate variant","16.318"
"Togo","1970","Estimate variant","13.122"
"Togo","1965","Estimate variant","11.332"
"Togo","1960","Estimate variant","9.78"
"Togo","1955","Estimate variant","8.421"
"Togo","1950","Estimate variant","7.236"
"Tokelau","2030","Constant-fertility scenario","0"
"Tokelau","2030","High variant","0"
"Tokelau","2030","Low variant","0"
"Tokelau","2030","Medium variant","0"
"Tokelau","2025","Constant-fertility scenario","0"
"Tokelau","2025","High variant","0"
"Tokelau","2025","Low variant","0"
"Tokelau","2025","Medium variant","0"
"Tokelau","2020","Constant-fertility scenario","0"
"Tokelau","2020","High variant","0"
"Tokelau","2020","Low variant","0"
"Tokelau","2020","Medium variant","0"
"Tokelau","2015","Constant-fertility scenario","0"
"Tokelau","2015","High variant","0"
"Tokelau","2015","Low variant","0"
"Tokelau","2015","Medium variant","0"
"Tokelau","2010","Constant-fertility scenario","0"
"Tokelau","2010","High variant","0"
"Tokelau","2010","Low variant","0"
"Tokelau","2010","Medium variant","0"
"Tokelau","2005","Medium variant","0"
"Tokelau","2000","Medium variant","0"
"Tokelau","1995","Estimate variant","0"
"Tokelau","1990","Estimate variant","0"
"Tokelau","1985","Estimate variant","0"
"Tokelau","1980","Estimate variant","0"
"Tokelau","1975","Estimate variant","0"
"Tokelau","1970","Estimate variant","0"
"Tokelau","1965","Estimate variant","0"
"Tokelau","1960","Estimate variant","0"
"Tokelau","1955","Estimate variant","0"
"Tokelau","1950","Estimate variant","0"
"Tonga","2030","Constant-fertility scenario","47.444"
"Tonga","2030","High variant","47.444"
"Tonga","2030","Low variant","47.444"
"Tonga","2030","Medium variant","47.444"
"Tonga","2025","Constant-fertility scenario","44.204"
"Tonga","2025","High variant","44.204"
"Tonga","2025","Low variant","44.204"
"Tonga","2025","Medium variant","44.204"
"Tonga","2020","Constant-fertility scenario","40.908"
"Tonga","2020","High variant","40.908"
"Tonga","2020","Low variant","40.908"
"Tonga","2020","Medium variant","40.908"
"Tonga","2015","Constant-fertility scenario","38.095"
"Tonga","2015","High variant","38.095"
"Tonga","2015","Low variant","38.095"
"Tonga","2015","Medium variant","38.095"
"Tonga","2010","Constant-fertility scenario","35.793"
"Tonga","2010","High variant","35.793"
"Tonga","2010","Low variant","35.793"
"Tonga","2010","Medium variant","35.793"
"Tonga","2005","Medium variant","34.012"
"Tonga","2000","Medium variant","32.747"
"Tonga","1995","Estimate variant","31.986"
"Tonga","1990","Estimate variant","31.234"
"Tonga","1985","Estimate variant","29.869"
"Tonga","1980","Estimate variant","27.028"
"Tonga","1975","Estimate variant","24.378"
"Tonga","1970","Estimate variant","21.938"
"Tonga","1965","Estimate variant","19.687"
"Tonga","1960","Estimate variant","17.633"
"Tonga","1955","Estimate variant","15.492"
"Tonga","1950","Estimate variant","12.885"
"Trinidad and Tobago","2030","Constant-fertility scenario","83.105"
"Trinidad and Tobago","2030","High variant","83.105"
"Trinidad and Tobago","2030","Low variant","83.105"
"Trinidad and Tobago","2030","Medium variant","83.105"
"Trinidad and Tobago","2025","Constant-fertility scenario","81.93"
"Trinidad and Tobago","2025","High variant","81.93"
"Trinidad and Tobago","2025","Low variant","81.93"
"Trinidad and Tobago","2025","Medium variant","81.93"
"Trinidad and Tobago","2020","Constant-fertility scenario","80.668"
"Trinidad and Tobago","2020","High variant","80.668"
"Trinidad and Tobago","2020","Low variant","80.668"
"Trinidad and Tobago","2020","Medium variant","80.668"
"Trinidad and Tobago","2015","Constant-fertility scenario","79.31"
"Trinidad and Tobago","2015","High variant","79.31"
"Trinidad and Tobago","2015","Low variant","79.31"
"Trinidad and Tobago","2015","Medium variant","79.31"
"Trinidad and Tobago","2010","Constant-fertility scenario","77.85"
"Trinidad and Tobago","2010","High variant","77.85"
"Trinidad and Tobago","2010","Low variant","77.85"
"Trinidad and Tobago","2010","Medium variant","77.85"
"Trinidad and Tobago","2005","Medium variant","76.113"
"Trinidad and Tobago","2000","Medium variant","74.08"
"Trinidad and Tobago","1995","Estimate variant","71.741"
"Trinidad and Tobago","1990","Estimate variant","69.095"
"Trinidad and Tobago","1985","Estimate variant","66.156"
"Trinidad and Tobago","1980","Estimate variant","63.087"
"Trinidad and Tobago","1975","Estimate variant","63"
"Trinidad and Tobago","1970","Estimate variant","63"
"Trinidad and Tobago","1965","Estimate variant","63.718"
"Trinidad and Tobago","1960","Estimate variant","64.465"
"Trinidad and Tobago","1955","Estimate variant","64.228"
"Trinidad and Tobago","1950","Estimate variant","63.943"
"Tunisia","2030","Constant-fertility scenario","78.403"
"Tunisia","2030","High variant","78.403"
"Tunisia","2030","Low variant","78.403"
"Tunisia","2030","Medium variant","78.403"
"Tunisia","2025","Constant-fertility scenario","76.875"
"Tunisia","2025","High variant","76.875"
"Tunisia","2025","Low variant","76.875"
"Tunisia","2025","Medium variant","76.875"
"Tunisia","2020","Constant-fertility scenario","75.234"
"Tunisia","2020","High variant","75.234"
"Tunisia","2020","Low variant","75.234"
"Tunisia","2020","Medium variant","75.234"
"Tunisia","2015","Constant-fertility scenario","73.471"
"Tunisia","2015","High variant","73.471"
"Tunisia","2015","Low variant","73.471"
"Tunisia","2015","Medium variant","73.471"
"Tunisia","2010","Constant-fertility scenario","71.281"
"Tunisia","2010","High variant","71.281"
"Tunisia","2010","Low variant","71.281"
"Tunisia","2010","Medium variant","71.281"
"Tunisia","2005","Medium variant","68.636"
"Tunisia","2000","Medium variant","65.522"
"Tunisia","1995","Estimate variant","61.946"
"Tunisia","1990","Estimate variant","57.948"
"Tunisia","1985","Estimate variant","53.842"
"Tunisia","1980","Estimate variant","51.538"
"Tunisia","1975","Estimate variant","49.85"
"Tunisia","1970","Estimate variant","44.531"
"Tunisia","1965","Estimate variant","39.509"
"Tunisia","1960","Estimate variant","36.043"
"Tunisia","1955","Estimate variant","32.901"
"Tunisia","1950","Estimate variant","31.233"
"Turkey","2030","Constant-fertility scenario","77.045"
"Turkey","2030","High variant","77.045"
"Turkey","2030","Low variant","77.045"
"Turkey","2030","Medium variant","77.045"
"Turkey","2025","Constant-fertility scenario","75.416"
"Turkey","2025","High variant","75.416"
"Turkey","2025","Low variant","75.416"
"Turkey","2025","Medium variant","75.416"
"Turkey","2020","Constant-fertility scenario","73.667"
"Turkey","2020","High variant","73.667"
"Turkey","2020","Low variant","73.667"
"Turkey","2020","Medium variant","73.667"
"Turkey","2015","Constant-fertility scenario","71.807"
"Turkey","2015","High variant","71.807"
"Turkey","2015","Low variant","71.807"
"Turkey","2015","Medium variant","71.807"
"Turkey","2010","Constant-fertility scenario","69.852"
"Turkey","2010","High variant","69.852"
"Turkey","2010","Low variant","69.852"
"Turkey","2010","Medium variant","69.852"
"Turkey","2005","Medium variant","67.829"
"Turkey","2000","Medium variant","65.764"
"Turkey","1995","Estimate variant","63.693"
"Turkey","1990","Estimate variant","61.185"
"Turkey","1985","Estimate variant","52.452"
"Turkey","1980","Estimate variant","43.781"
"Turkey","1975","Estimate variant","41.6"
"Turkey","1970","Estimate variant","38.422"
"Turkey","1965","Estimate variant","34.116"
"Turkey","1960","Estimate variant","29.742"
"Turkey","1955","Estimate variant","25.711"
"Turkey","1950","Estimate variant","21.345"
"Turkmenistan","2030","Constant-fertility scenario","58.755"
"Turkmenistan","2030","High variant","58.755"
"Turkmenistan","2030","Low variant","58.755"
"Turkmenistan","2030","Medium variant","58.755"
"Turkmenistan","2025","Constant-fertility scenario","55.936"
"Turkmenistan","2025","High variant","55.936"
"Turkmenistan","2025","Low variant","55.936"
"Turkmenistan","2025","Medium variant","55.936"
"Turkmenistan","2020","Constant-fertility scenario","52.982"
"Turkmenistan","2020","High variant","52.982"
"Turkmenistan","2020","Low variant","52.982"
"Turkmenistan","2020","Medium variant","52.982"
"Turkmenistan","2015","Constant-fertility scenario","49.907"
"Turkmenistan","2015","High variant","49.907"
"Turkmenistan","2015","Low variant","49.907"
"Turkmenistan","2015","Medium variant","49.907"
"Turkmenistan","2010","Constant-fertility scenario","47.486"
"Turkmenistan","2010","High variant","47.486"
"Turkmenistan","2010","Low variant","47.486"
"Turkmenistan","2010","Medium variant","47.486"
"Turkmenistan","2005","Medium variant","45.77"
"Turkmenistan","2000","Medium variant","44.787"
"Turkmenistan","1995","Estimate variant","44.547"
"Turkmenistan","1990","Estimate variant","45.052"
"Turkmenistan","1985","Estimate variant","45.976"
"Turkmenistan","1980","Estimate variant","47.078"
"Turkmenistan","1975","Estimate variant","47.557"
"Turkmenistan","1970","Estimate variant","47.78"
"Turkmenistan","1965","Estimate variant","47.139"
"Turkmenistan","1960","Estimate variant","46.412"
"Turkmenistan","1955","Estimate variant","45.686"
"Turkmenistan","1950","Estimate variant","44.963"
"Turks and Caicos Islands","2030","Constant-fertility scenario","61.44"
"Turks and Caicos Islands","2030","High variant","61.44"
"Turks and Caicos Islands","2030","Low variant","61.44"
"Turks and Caicos Islands","2030","Medium variant","61.44"
"Turks and Caicos Islands","2025","Constant-fertility scenario","58.764"
"Turks and Caicos Islands","2025","High variant","58.764"
"Turks and Caicos Islands","2025","Low variant","58.764"
"Turks and Caicos Islands","2025","Medium variant","58.764"
"Turks and Caicos Islands","2020","Constant-fertility scenario","55.946"
"Turks and Caicos Islands","2020","High variant","55.946"
"Turks and Caicos Islands","2020","Low variant","55.946"
"Turks and Caicos Islands","2020","Medium variant","55.946"
"Turks and Caicos Islands","2015","Constant-fertility scenario","52.993"
"Turks and Caicos Islands","2015","High variant","52.993"
"Turks and Caicos Islands","2015","Low variant","52.993"
"Turks and Caicos Islands","2015","Medium variant","52.993"
"Turks and Caicos Islands","2010","Constant-fertility scenario","49.916"
"Turks and Caicos Islands","2010","High variant","49.916"
"Turks and Caicos Islands","2010","Low variant","49.916"
"Turks and Caicos Islands","2010","Medium variant","49.916"
"Turks and Caicos Islands","2005","Medium variant","47.295"
"Turks and Caicos Islands","2000","Medium variant","45.188"
"Turks and Caicos Islands","1995","Estimate variant","43.618"
"Turks and Caicos Islands","1990","Estimate variant","42.61"
"Turks and Caicos Islands","1985","Estimate variant","42.156"
"Turks and Caicos Islands","1980","Estimate variant","41.713"
"Turks and Caicos Islands","1975","Estimate variant","42.806"
"Turks and Caicos Islands","1970","Estimate variant","40.8"
"Turks and Caicos Islands","1965","Estimate variant","40.75"
"Turks and Caicos Islands","1960","Estimate variant","40.701"
"Turks and Caicos Islands","1955","Estimate variant","40.66"
"Turks and Caicos Islands","1950","Estimate variant","40.6"
"Tuvalu","2030","Constant-fertility scenario","70.771"
"Tuvalu","2030","High variant","70.771"
"Tuvalu","2030","Low variant","70.771"
"Tuvalu","2030","Medium variant","70.771"
"Tuvalu","2025","Constant-fertility scenario","68.691"
"Tuvalu","2025","High variant","68.691"
"Tuvalu","2025","Low variant","68.691"
"Tuvalu","2025","Medium variant","68.691"
"Tuvalu","2020","Constant-fertility scenario","66.466"
"Tuvalu","2020","High variant","66.466"
"Tuvalu","2020","Low variant","66.466"
"Tuvalu","2020","Medium variant","66.466"
"Tuvalu","2015","Constant-fertility scenario","64.091"
"Tuvalu","2015","High variant","64.091"
"Tuvalu","2015","Low variant","64.091"
"Tuvalu","2015","Medium variant","64.091"
"Tuvalu","2010","Constant-fertility scenario","60.935"
"Tuvalu","2010","High variant","60.935"
"Tuvalu","2010","Low variant","60.935"
"Tuvalu","2010","Medium variant","60.935"
"Tuvalu","2005","Medium variant","56.963"
"Tuvalu","2000","Medium variant","52.206"
"Tuvalu","1995","Estimate variant","46.789"
"Tuvalu","1990","Estimate variant","40.893"
"Tuvalu","1985","Estimate variant","35.251"
"Tuvalu","1980","Estimate variant","29.997"
"Tuvalu","1975","Estimate variant","25.219"
"Tuvalu","1970","Estimate variant","20.963"
"Tuvalu","1965","Estimate variant","17.262"
"Tuvalu","1960","Estimate variant","14.106"
"Tuvalu","1955","Estimate variant","11.455"
"Tuvalu","1950","Estimate variant","9.233"
"Uganda","2030","Constant-fertility scenario","29.496"
"Uganda","2030","High variant","29.496"
"Uganda","2030","Low variant","29.496"
"Uganda","2030","Medium variant","29.496"
"Uganda","2025","Constant-fertility scenario","26.402"
"Uganda","2025","High variant","26.402"
"Uganda","2025","Low variant","26.402"
"Uganda","2025","Medium variant","26.402"
"Uganda","2020","Constant-fertility scenario","23.456"
"Uganda","2020","High variant","23.456"
"Uganda","2020","Low variant","23.456"
"Uganda","2020","Medium variant","23.456"
"Uganda","2015","Constant-fertility scenario","20.686"
"Uganda","2015","High variant","20.686"
"Uganda","2015","Low variant","20.686"
"Uganda","2015","Medium variant","20.686"
"Uganda","2010","Constant-fertility scenario","18.215"
"Uganda","2010","High variant","18.215"
"Uganda","2010","Low variant","18.215"
"Uganda","2010","Medium variant","18.215"
"Uganda","2005","Medium variant","16.042"
"Uganda","2000","Medium variant","14.158"
"Uganda","1995","Estimate variant","12.539"
"Uganda","1990","Estimate variant","11.16"
"Uganda","1985","Estimate variant","9.916"
"Uganda","1980","Estimate variant","8.796"
"Uganda","1975","Estimate variant","8.342"
"Uganda","1970","Estimate variant","7.964"
