"Country or Area","Year","Sex","Classification","Subclassification","Coverage","Scope","Source","SourceID","Value","Value Footnotes"
"Ukraine","2002","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","447.1",""
"Ukraine","2002","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","309.8",""
"Ukraine","2001","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","311.08",""
"Ukraine","2001","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","311.1",""
"Ukraine","2001","Men","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","367.45",""
"Ukraine","2001","Women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","256.17",""
"Ukraine","2000","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","230.1",""
"Ukraine","2000","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","230.1",""
"Ukraine","2000","Men","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","269.2",""
"Ukraine","2000","Women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","190.9",""
"Ukraine","1999","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","177.5",""
"Ukraine","1999","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","177.5",""
"Ukraine","1999","Men","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","205.7",""
"Ukraine","1999","Women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","148.9",""
"Ukraine","1998","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","153.5",""
"Ukraine","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","153.5",""
"Ukraine","1998","Men","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","176",""
"Ukraine","1998","Women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","130.6",""
"Ukraine","1997","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","143.1",""
"Ukraine","1997","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","143.1",""
"Ukraine","1997","Men","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","166.8",""
"Ukraine","1997","Women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","124",""
"Ukraine","1996","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","125.8","134"
"Ukraine","1996","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","125.8",""
"Ukraine","1996","Men","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","160.7","134"
"Ukraine","1996","Women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","105.7","134"
"Ukraine","1995","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","7341.7","5"
"Ukraine","1995","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","73.4",""
"Ukraine","1995","Men","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","8317.9","5"
"Ukraine","1995","Women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","6298.7","5"
"Ukraine","1994","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","1427.7","5"
"Ukraine","1994","Men","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","1753.9","5"
"Ukraine","1994","Women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","1104.9","5"
"Ukraine","1993","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","162.8","135"
"Ukraine","1993","Men","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","201.4","135"
"Ukraine","1993","Women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","124.3","135"
"Ukraine","1992","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","6505.4",""
"Ukraine","1991","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","479.7",""
"Ukraine","1990","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","244.3",""
"Ukraine","1989","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","212.8",""
"Ukraine","1988","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","195",""
"Ukraine","1987","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","304.5",""
"Ukraine","1986","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","299.8",""
"Ukraine","1985","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","295.7",""
"Ukraine","1976","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","241.8",""
"Ukraine","1975","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","235.1",""
"Ukraine","1974","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","221",""
"Ukraine","1973","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","215.2",""
"Ukraine","1972","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","210.5",""
"Ukraine","1971","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","205.4",""
"Ukraine","1970","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","199.2",""
"Ukraine","1969","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","189.4",""
"United Kingdom","2008","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","11.77","56"
"United Kingdom","2008","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","514","56"
"United Kingdom","2008","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","561","56"
"United Kingdom","2008","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","13.03","56"
"United Kingdom","2008","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","10.45","56"
"United Kingdom","2008","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","439","56"
"United Kingdom","2007","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","497","56"
"United Kingdom","2007","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","13.96","136,137,138"
"United Kingdom","2007","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","549.8","136,137,138"
"United Kingdom","2007","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","11.41","56"
"United Kingdom","2007","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","12.61","56"
"United Kingdom","2007","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","606.1","136,137,138"
"United Kingdom","2007","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","14.9","136,137,138"
"United Kingdom","2007","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","540","56"
"United Kingdom","2007","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","427","56"
"United Kingdom","2007","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","12.38","136,137,138"
"United Kingdom","2007","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","463.1","136,137,138"
"United Kingdom","2007","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","10.15","56"
"United Kingdom","2007","Indices, total","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 0","131.5","139,140"
"United Kingdom","2006","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","476","56"
"United Kingdom","2006","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","534.9","136,137,138"
"United Kingdom","2006","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","13.56","136,137,138"
"United Kingdom","2006","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","10.96","56"
"United Kingdom","2006","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","12.15","56"
"United Kingdom","2006","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","14.54","136,137,138"
"United Kingdom","2006","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","589.8","136,137,138"
"United Kingdom","2006","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","516","56"
"United Kingdom","2006","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","410","56"
"United Kingdom","2006","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","450","136,137,138"
"United Kingdom","2006","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","11.99","136,137,138"
"United Kingdom","2006","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","9.71","56"
"United Kingdom","2006","Indices, total","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 0","126.4","139,140"
"United Kingdom","2005","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","464","56"
"United Kingdom","2005","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","13.11","136,137,138"
"United Kingdom","2005","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","517","136,137,138"
"United Kingdom","2005","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","10.6","56"
"United Kingdom","2005","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","11.8","56"
"United Kingdom","2005","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","568.1","136,137,138"
"United Kingdom","2005","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","13.98","136,137,138"
"United Kingdom","2005","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","506","56"
"United Kingdom","2005","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","393","56"
"United Kingdom","2005","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","11.64","136,137,138"
"United Kingdom","2005","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","435.7","136,137,138"
"United Kingdom","2005","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","9.34","56"
"United Kingdom","2005","Indices, total","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 0","121.4","139,140"
"United Kingdom","2004","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","451","56"
"United Kingdom","2004","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","12.8","136,137,138"
"United Kingdom","2004","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","506.1","136,137,138"
"United Kingdom","2004","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","10.27","56"
"United Kingdom","2004","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","11.53","56"
"United Kingdom","2004","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","557.4","136,137,138"
"United Kingdom","2004","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","13.67","136,137,138"
"United Kingdom","2004","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","496","56"
"United Kingdom","2004","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","376","56"
"United Kingdom","2004","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","11.26","136,137,138"
"United Kingdom","2004","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","422.1","136,137,138"
"United Kingdom","2004","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","8.94","56"
"United Kingdom","2004","Indices, total","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 0","116.7","139,140"
"United Kingdom","2003","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","432","56"
"United Kingdom","2003","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","12","38,138,141,142"
"United Kingdom","2003","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","487.6","136,137,138"
"United Kingdom","2003","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","12.32","136,137,138"
"United Kingdom","2003","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","9.74","56"
"United Kingdom","2003","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","12.03","38,89,141,142"
"United Kingdom","2003","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","12.88","38,89,141,142"
"United Kingdom","2003","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","10.88","56"
"United Kingdom","2003","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","13.21","136,137,138"
"United Kingdom","2003","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","539.3","136,137,138"
"United Kingdom","2003","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","12.8","38,138,141,142"
"United Kingdom","2003","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","474","56"
"United Kingdom","2003","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","362","56"
"United Kingdom","2003","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","10.57","38,138,141,142"
"United Kingdom","2003","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","400.7","136,137,138"
"United Kingdom","2003","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","10.71","136,137,138"
"United Kingdom","2003","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","8.53","56"
"United Kingdom","2003","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","10.56","38,89,141,142"
"United Kingdom","2003","Indices, total","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 0","111.7","139,140"
"United Kingdom","2002","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","419","56"
"United Kingdom","2002","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","11.69","138,141,142"
"United Kingdom","2002","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","11.94","136,137,138"
"United Kingdom","2002","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","472.2","136,137,138"
"United Kingdom","2002","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","9.46","56"
"United Kingdom","2002","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","11.74","89,141,142"
"United Kingdom","2002","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","12.6","89,141,142"
"United Kingdom","2002","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","10.64","56"
"United Kingdom","2002","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","523.4","136,137,138"
"United Kingdom","2002","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","12.83","136,137,138"
"United Kingdom","2002","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","12.5","138,141,142"
"United Kingdom","2002","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","460","56"
"United Kingdom","2002","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","350","56"
"United Kingdom","2002","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","10.21","138,141,142"
"United Kingdom","2002","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","10.32","136,137,138"
"United Kingdom","2002","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","386.8","136,137,138"
"United Kingdom","2002","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","8.22","56"
"United Kingdom","2002","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","10.21","89,141,142"
"United Kingdom","2002","Indices, total","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 0","108.1","139,140"
"United Kingdom","2001","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","404","56"
"United Kingdom","2001","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","11.15","138,141,142"
"United Kingdom","2001","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","449.8","136,137,138"
"United Kingdom","2001","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","11.33","136,137,138"
"United Kingdom","2001","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","9.09","56"
"United Kingdom","2001","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","11.18","89,141,142"
"United Kingdom","2001","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","11.97","89,141,142"
"United Kingdom","2001","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","10.26","56"
"United Kingdom","2001","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","12.16","136,137,138"
"United Kingdom","2001","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","470.1","136,137,138"
"United Kingdom","2001","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","11.9","138,141,142"
"United Kingdom","2001","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","444","56"
"United Kingdom","2001","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","333","56"
"United Kingdom","2001","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","9.77","138,141,142"
"United Kingdom","2001","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","367.1","136,137,138"
"United Kingdom","2001","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","9.79","136,137,138"
"United Kingdom","2001","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","7.85","56"
"United Kingdom","2001","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","9.76","89,141,142"
"United Kingdom","2001","Indices, total","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 0","104.4","139,140"
"United Kingdom","2000","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","386","56"
"United Kingdom","2000","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","10.53","138,141,142"
"United Kingdom","2000","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","10.71","136,137,138"
"United Kingdom","2000","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","452.2","136,137,138"
"United Kingdom","2000","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","8.64","56"
"United Kingdom","2000","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","10.51","89,141,142"
"United Kingdom","2000","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","11.26","89,141,142"
"United Kingdom","2000","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","9.78","56"
"United Kingdom","2000","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","471.8","136,137,138"
"United Kingdom","2000","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","11.5","136,137,138"
"United Kingdom","2000","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","11.24","138,141,142"
"United Kingdom","2000","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","427","56"
"United Kingdom","2000","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","316","56"
"United Kingdom","2000","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","9.17","138,141,142"
"United Kingdom","2000","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","9.22","136,137,138"
"United Kingdom","2000","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","344.9","136,137,138"
"United Kingdom","2000","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","7.41","56"
"United Kingdom","2000","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","9.13","89,141,142"
"United Kingdom","2000","Indices, total","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 0","100","139,140"
"United Kingdom","1999","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","368","56"
"United Kingdom","1999","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","10.01","138,141,142"
"United Kingdom","1999","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","407.9","136,137,138"
"United Kingdom","1999","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","10.26","136,137,138"
"United Kingdom","1999","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","8.19","56"
"United Kingdom","1999","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","10.03","89,141,142"
"United Kingdom","1999","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","10.75","89,141,142"
"United Kingdom","1999","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","9.3","56"
"United Kingdom","1999","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","11.03","136,137,138"
"United Kingdom","1999","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","10.68","138,141,142"
"United Kingdom","1999","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","408","56"
"United Kingdom","1999","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","300","56"
"United Kingdom","1999","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","8.71","138,141,142"
"United Kingdom","1999","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","8.84","136,137,138"
"United Kingdom","1999","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","331.2","136,137,138"
"United Kingdom","1999","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","7.01","56"
"United Kingdom","1999","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","8.7","89,141,142"
"United Kingdom","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","7.76","56"
"United Kingdom","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","350","56"
"United Kingdom","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","9.54","89,141,142"
"United Kingdom","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","9.53","138,141,142"
"United Kingdom","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","9.82","136,137,138"
"United Kingdom","1998","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","10.58","136,137,138"
"United Kingdom","1998","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","10.2","138,141,142"
"United Kingdom","1998","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","10.26","89,141,142"
"United Kingdom","1998","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","372.8","86,136,137,138"
"United Kingdom","1998","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","389","56"
"United Kingdom","1998","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","8.85","56"
"United Kingdom","1998","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","6.59","56"
"United Kingdom","1998","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","281","56"
"United Kingdom","1998","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour-related establishment survey","# 2","315.2","86,136,137,138"
"United Kingdom","1998","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","8.22","89,141,142"
"United Kingdom","1998","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","8.23","138,141,142"
"United Kingdom","1998","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","8.4","136,137,138"
