"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","PRT","Portugal","2014","2014",27925,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","PRT","Portugal","2015","2015",28159,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","SLV","El Salvador","2013","2013",2955,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","SLV","El Salvador","2014","2014",3036,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","SLV","El Salvador","2015","2015",2893,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","BMU","Bermuda","2014","2014",,"a","Category not applicable"
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","BMU","Bermuda","2015","2015",,"a","Category not applicable"
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","PRI","Puerto Rico","2013","2013",4403,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","PRI","Puerto Rico","2014","2014",4299,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","LVA","Latvia","2013","2013",8850,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","LVA","Latvia","2014","2014",5803,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","LVA","Latvia","2015","2015",5416,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","KAZ","Kazakhstan","2013","2013",107495,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","KAZ","Kazakhstan","2014","2014",97950,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","KAZ","Kazakhstan","2015","2015",101742,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","KAZ","Kazakhstan","2016","2016",84261,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","LTU","Lithuania","2013","2013",18579,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","LTU","Lithuania","2014","2014",14813,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","LTU","Lithuania","2015","2015",14491,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","GEO","Georgia","2013","2013",12254,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","GEO","Georgia","2014","2014",15516,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","GEO","Georgia","2015","2015",17141,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",135052,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",136612,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",136416,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","BTN","Bhutan","2013","2013",74,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","FRA","France","2013","2013",239564,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","FRA","France","2014","2014",240836,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","FRA","France","2015","2015",246796,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","CUW","Curaçao","2013","2013",28,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","LUX","Luxembourg","2013","2013",617,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","LUX","Luxembourg","2014","2014",599,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","MDA","Republic of Moldova","2013","2013",6702,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","MDA","Republic of Moldova","2014","2014",7245,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","MDA","Republic of Moldova","2015","2015",7391,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","LCA","Saint Lucia","2013","2013",6,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","LCA","Saint Lucia","2014","2014",14,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","LCA","Saint Lucia","2015","2015",12,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","BRN","Brunei Darussalam","2013","2013",320,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","BRN","Brunei Darussalam","2014","2014",342,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","BRN","Brunei Darussalam","2015","2015",373,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","ARG","Argentina","2005","2005",,"x","Data included elsewhere under another category"
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","ARG","Argentina","2010","2010",,"x","Data included elsewhere under another category"
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","ARG","Argentina","2011","2011",,"x","Data included elsewhere under another category"
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","ARG","Argentina","2012","2012",11086,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","ARG","Argentina","2013","2013",12237,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","ARG","Argentina","2014","2014",12237,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","ALB","Albania","2013","2013",6592,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","ALB","Albania","2014","2014",8139,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","ALB","Albania","2015","2015",9361,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","BHR","Bahrain","2014","2014",2107,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","GIN","Guinea","2013","2013",1336,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","GIN","Guinea","2014","2014",2909,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","ECU","Ecuador","2012","2012",9701,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","ECU","Ecuador","2013","2013",11811,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","ECU","Ecuador","2014","2014",11902,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","EGY","Egypt","2013","2013",14451,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","ARM","Armenia","2013","2013",24597,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","ARM","Armenia","2014","2014",21944,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","ARM","Armenia","2015","2015",19702,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","TUR","Turkey","2012","2012",37034,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","TUR","Turkey","2014","2014",51143,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","AND","Andorra","2013","2013",62,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","AND","Andorra","2014","2014",39,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","AND","Andorra","2015","2015",27,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","PRI","Puerto Rico","2013","2013",6481,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","PRI","Puerto Rico","2014","2014",6530,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","CRI","Costa Rica","2013","2013",37121,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","CRI","Costa Rica","2014","2014",38487,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","CRI","Costa Rica","2015","2015",41546,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","MAC","China, Macao Special Administrative Region","2013","2013",714,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","MAC","China, Macao Special Administrative Region","2014","2014",824,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","MAC","China, Macao Special Administrative Region","2015","2015",1014,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","DNK","Denmark","2013","2013",38806,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","DNK","Denmark","2014","2014",41075,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","DNK","Denmark","2015","2015",42502,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","PAN","Panama","2012","2012",3456,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","PAN","Panama","2013","2013",3258,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",402682,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",444152,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",394636,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","LVA","Latvia","2013","2013",12921,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","LVA","Latvia","2014","2014",9170,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","LVA","Latvia","2015","2015",8540,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","AND","Andorra","2013","2013",79,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","AND","Andorra","2014","2014",62,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","AND","Andorra","2015","2015",43,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","PSE","Palestine","2013","2013",2145,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","PSE","Palestine","2014","2014",2161,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","PSE","Palestine","2015","2015",2722,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","PAN","Panama","2012","2012",9552,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","PAN","Panama","2013","2013",9968,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","MNG","Mongolia","2013","2013",2412,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","MNG","Mongolia","2014","2014",2676,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","NPL","Nepal","2013","2013",7754,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","NPL","Nepal","2014","2014",,"x","Data included elsewhere under another category"
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","VNM","Viet Nam","2013","2013",6869,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","VNM","Viet Nam","2014","2014",11796,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","VNM","Viet Nam","2015","2015",17227,,
"26375","Graduates from tertiary education, both sexes (number)","TCA","Turks and Caicos Islands","2015","2015",107,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","DZA","Algeria","2004","2004",15022,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","DZA","Algeria","2006","2006",13868,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","DZA","Algeria","2007","2007",13511,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","DZA","Algeria","2009","2009",12534,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","DZA","Algeria","2010","2010",7320,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","DZA","Algeria","2011","2011",4060,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","DZA","Algeria","2012","2012",2967,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","DZA","Algeria","2013","2013",11687,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","DZA","Algeria","2014","2014",13363,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","GIN","Guinea","2014","2014",10504,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","IND","India","2013","2013",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","IND","India","2014","2014",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","IND","India","2015","2015",,"a","Category not applicable"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","MUS","Mauritius","2015","2015",2562,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","TCA","Turks and Caicos Islands","2015","2015",59,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","DZA","Algeria","2004","2004",7816,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","DZA","Algeria","2006","2006",6761,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","DZA","Algeria","2007","2007",6321,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","DZA","Algeria","2009","2009",5659,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","DZA","Algeria","2010","2010",3110,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","DZA","Algeria","2011","2011",1959,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","DZA","Algeria","2012","2012",1303,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","DZA","Algeria","2013","2013",6481,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","DZA","Algeria","2014","2014",7910,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","GIN","Guinea","2014","2014",4832,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","IND","India","2013","2013",,"a","Category not applicable"
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","IND","India","2014","2014",,"a","Category not applicable"
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","IND","India","2015","2015",,"a","Category not applicable"
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","MUS","Mauritius","2015","2015",1723,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","IND","India","2013","2013",24300,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","IND","India","2014","2014",24318,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","IND","India","2015","2015",22528,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","KNA","Saint Kitts and Nevis","2014","2014",,"a","Category not applicable"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","TCA","Turks and Caicos Islands","2015","2015",,"a","Category not applicable"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","GIN","Guinea","2007","2007",,"a","Category not applicable"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","GIN","Guinea","2014","2014",181,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","IND","India","2013","2013",9113,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","IND","India","2014","2014",9878,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","IND","India","2015","2015",8949,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MUS","Mauritius","2015","2015",8,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","KNA","Saint Kitts and Nevis","2014","2014",,"a","Category not applicable"
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","TCA","Turks and Caicos Islands","2015","2015",,"a","Category not applicable"
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","LCA","Saint Lucia","2014","2014",14,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","LCA","Saint Lucia","2015","2015",12,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","AZE","Azerbaijan","2013","2013",1944,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","AZE","Azerbaijan","2014","2014",2015,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","AZE","Azerbaijan","2015","2015",3183,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","CZE","Czechia","2013","2013",36863,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","CZE","Czechia","2014","2014",35415,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","CZE","Czechia","2015","2015",32287,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","MUS","Mauritius","2015","2015",307,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","AZE","Azerbaijan","2013","2013",32979,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","AZE","Azerbaijan","2014","2014",31297,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","AZE","Azerbaijan","2015","2015",27624,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","ETH","Ethiopia","2014","2014",557,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","MYS","Malaysia","1999","1999",49764,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","MYS","Malaysia","2002","2002",70695,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","MYS","Malaysia","2003","2003",73997,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","MYS","Malaysia","2004","2004",77093,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","MYS","Malaysia","2005","2005",90114,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","MYS","Malaysia","2006","2006",94787,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","MYS","Malaysia","2007","2007",93384,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","MYS","Malaysia","2008","2008",99056,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","MYS","Malaysia","2009","2009",117792,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","MYS","Malaysia","2010","2010",114280,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","MYS","Malaysia","2011","2011",108409,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","MYS","Malaysia","2012","2012",143992,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","MYS","Malaysia","2013","2013",132372,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","MYS","Malaysia","2014","2014",94403,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","MYS","Malaysia","2015","2015",98582,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","BGR","Bulgaria","2013","2013",38303,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","BGR","Bulgaria","2014","2014",35556,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","BGR","Bulgaria","2015","2015",34158,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","IND","India","2013","2013",3622274,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","IND","India","2014","2014",3123863,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","IND","India","2015","2015",3389049,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","CYP","Cyprus","2013","2013",1855,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","CYP","Cyprus","2014","2014",3061,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","CYP","Cyprus","2015","2015",3352,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","JPN","Japan","2013","2013",35172,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","JPN","Japan","2014","2014",33383,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","ROU","Romania","2013","2013",97661,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","ROU","Romania","2014","2014",82850,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","ROU","Romania","2015","2015",76780,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","AZE","Azerbaijan","2013","2013",3740,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","AZE","Azerbaijan","2014","2014",3498,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","AZE","Azerbaijan","2015","2015",5202,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","COM","Comoros","2013","2013",707,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","COM","Comoros","2014","2014",346,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","USA","United States of America","2013","2013",511458,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","USA","United States of America","2014","2014",512492,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","BGR","Bulgaria","2013","2013",22635,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","BGR","Bulgaria","2014","2014",20744,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","BGR","Bulgaria","2015","2015",19754,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","DZA","Algeria","2013","2013",126315,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","DZA","Algeria","2014","2014",136813,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","USA","United States of America","2013","2013",1842400,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","USA","United States of America","2014","2014",1871716,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","SWE","Sweden","2013","2013",26372,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","ROU","Romania","2013","2013",69155,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","ROU","Romania","2014","2014",66888,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","ROU","Romania","2015","2015",52706,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","BGR","Bulgaria","2013","2013",17066,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","BGR","Bulgaria","2014","2014",16550,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","BGR","Bulgaria","2015","2015",17244,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","SWE","Sweden","2013","2013",34016,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","IND","India","2013","2013",7357287,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","IND","India","2014","2014",6203600,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","IND","India","2015","2015",6724335,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","TCA","Turks and Caicos Islands","2015","2015",48,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","TCA","Turks and Caicos Islands","2015","2015",,"a","Category not applicable"
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","CYP","Cyprus","2013","2013",1182,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","CYP","Cyprus","2014","2014",2149,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","CYP","Cyprus","2015","2015",2332,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","TCA","Turks and Caicos Islands","2015","2015",,"a","Category not applicable"
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","CZE","Czechia","2013","2013",58270,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","CZE","Czechia","2014","2014",56335,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","CZE","Czechia","2015","2015",51366,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","DZA","Algeria","2013","2013",198847,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","DZA","Algeria","2014","2014",210340,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","ETH","Ethiopia","2014","2014",61406,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","MUS","Mauritius","2015","2015",3553,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","ETH","Ethiopia","2014","2014",18100,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","MUS","Mauritius","2015","2015",2260,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","USA","United States of America","2013","2013",869173,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","USA","United States of America","2014","2014",870445,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","BGR","Bulgaria","2013","2013",26918,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","BGR","Bulgaria","2014","2014",26454,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","BGR","Bulgaria","2015","2015",27118,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","ETH","Ethiopia","2014","2014",3609,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","BWA","Botswana","2014","2014",,"x","Data included elsewhere under another category"
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","BWA","Botswana","2015","2015",,"x","Data included elsewhere under another category"
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","BWA","Botswana","2016","2016",,"x","Data included elsewhere under another category"
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","VCT","Saint Vincent and the Grenadines","2014","2014",,"a","Category not applicable"
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","VCT","Saint Vincent and the Grenadines","2015","2015",,"a","Category not applicable"
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","JPN","Japan","2013","2013",552904,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","JPN","Japan","2014","2014",559540,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","CYP","Cyprus","2013","2013",3374,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","CYP","Cyprus","2014","2014",3589,,
"43608","Graduates from ISCED 6 programmes in tertiary education, both sexes (number)","CYP","Cyprus","2015","2015",3564,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","USA","United States of America","2013","2013",1054200,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","USA","United States of America","2014","2014",1069149,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","AZE","Azerbaijan","2013","2013",14812,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","AZE","Azerbaijan","2014","2014",14121,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","AZE","Azerbaijan","2015","2015",13018,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","ROU","Romania","2013","2013",56365,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","ROU","Romania","2014","2014",47040,,
"43547","Graduates from ISCED 6 programmes in tertiary education, female (number)","ROU","Romania","2015","2015",43733,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","CZE","Czechia","2013","2013",38813,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","CZE","Czechia","2014","2014",45465,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","CZE","Czechia","2015","2015",43899,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","JPN","Japan","2013","2013",107202,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","JPN","Japan","2014","2014",102821,,
"43610","Graduates from ISCED 7 programmes in tertiary education, both sexes (number)","COM","Comoros","2013","2013",86,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","SWE","Sweden","2013","2013",14653,,
"43549","Graduates from ISCED 7 programmes in tertiary education, female (number)","ROU","Romania","2013","2013",43648,,
